Cell,535.781514321,533.761034663,146712359404
Cell,593.221772987,332.880517331,146712362362
Cell,492.197898048,194.542656957,146736725151
Cell,215.877122051,624.617677055,146736725878
Cell,983.545944265,674.723470627,146736728776
Background,1300.20118536,630.952142149,146736747467
Background,1395.24553995,637.327566559,146736747750
