5.500999999999999801e+01 7.000000000000000000e+01
5.500999999999999801e+01 6.900000000000000000e+01
5.500999999999999801e+01 6.800000000000000000e+01
5.500999999999999801e+01 6.700000000000000000e+01
5.500999999999999801e+01 6.600000000000000000e+01
5.500000000000000000e+01 6.598999999999999488e+01
5.400999999999999801e+01 6.500000000000000000e+01
5.400000000000000000e+01 6.498999999999999488e+01
5.300000000000000000e+01 6.498999999999999488e+01
5.200999999999999801e+01 6.400000000000000000e+01
5.200999999999999801e+01 6.300000000000000000e+01
5.200000000000000000e+01 6.299000000000000199e+01
5.100999999999999801e+01 6.200000000000000000e+01
5.100000000000000000e+01 6.199000000000000199e+01
5.000999999999999801e+01 6.100000000000000000e+01
5.000000000000000000e+01 6.099000000000000199e+01
4.900999999999999801e+01 6.000000000000000000e+01
4.900000000000000000e+01 5.999000000000000199e+01
4.800999999999999801e+01 5.900000000000000000e+01
4.800000000000000000e+01 5.899000000000000199e+01
4.700999999999999801e+01 5.800000000000000000e+01
4.700000000000000000e+01 5.799000000000000199e+01
4.600000000000000000e+01 5.799000000000000199e+01
4.500999999999999801e+01 5.700000000000000000e+01
4.500000000000000000e+01 5.699000000000000199e+01
4.400000000000000000e+01 5.699000000000000199e+01
4.300999999999999801e+01 5.600000000000000000e+01
4.300000000000000000e+01 5.599000000000000199e+01
4.200000000000000000e+01 5.599000000000000199e+01
4.100000000000000000e+01 5.599000000000000199e+01
4.000999999999999801e+01 5.500000000000000000e+01
4.000000000000000000e+01 5.499000000000000199e+01
3.900000000000000000e+01 5.499000000000000199e+01
3.800000000000000000e+01 5.499000000000000199e+01
3.700000000000000000e+01 5.499000000000000199e+01
3.600000000000000000e+01 5.499000000000000199e+01
3.500000000000000000e+01 5.499000000000000199e+01
3.400000000000000000e+01 5.499000000000000199e+01
3.300000000000000000e+01 5.499000000000000199e+01
3.200000000000000000e+01 5.499000000000000199e+01
3.100000000000000000e+01 5.499000000000000199e+01
3.000000000000000000e+01 5.499000000000000199e+01
2.998999999999999844e+01 5.500000000000000000e+01
2.900000000000000000e+01 5.599000000000000199e+01
2.800000000000000000e+01 5.599000000000000199e+01
2.700000000000000000e+01 5.599000000000000199e+01
2.600000000000000000e+01 5.599000000000000199e+01
2.598999999999999844e+01 5.600000000000000000e+01
2.500000000000000000e+01 5.699000000000000199e+01
2.400000000000000000e+01 5.699000000000000199e+01
2.300000000000000000e+01 5.699000000000000199e+01
2.298999999999999844e+01 5.700000000000000000e+01
2.200000000000000000e+01 5.799000000000000199e+01
2.100000000000000000e+01 5.799000000000000199e+01
2.098999999999999844e+01 5.800000000000000000e+01
2.000000000000000000e+01 5.899000000000000199e+01
1.998999999999999844e+01 5.900000000000000000e+01
1.900000000000000000e+01 5.999000000000000199e+01
1.898999999999999844e+01 6.000000000000000000e+01
1.898999999999999844e+01 6.100000000000000000e+01
1.900000000000000000e+01 6.100999999999999801e+01
1.998999999999999844e+01 6.200000000000000000e+01
1.998999999999999844e+01 6.300000000000000000e+01
1.900000000000000000e+01 6.399000000000000199e+01
1.898999999999999844e+01 6.400000000000000000e+01
1.800000000000000000e+01 6.498999999999999488e+01
1.798999999999999844e+01 6.500000000000000000e+01
1.798999999999999844e+01 6.600000000000000000e+01
1.700000000000000000e+01 6.698999999999999488e+01
1.698999999999999844e+01 6.700000000000000000e+01
1.698999999999999844e+01 6.800000000000000000e+01
1.698999999999999844e+01 6.900000000000000000e+01
1.698999999999999844e+01 7.000000000000000000e+01
1.698999999999999844e+01 7.100000000000000000e+01
1.700000000000000000e+01 7.101000000000000512e+01
1.798999999999999844e+01 7.200000000000000000e+01
1.798999999999999844e+01 7.300000000000000000e+01
1.800000000000000000e+01 7.301000000000000512e+01
1.900000000000000000e+01 7.301000000000000512e+01
2.000000000000000000e+01 7.301000000000000512e+01
2.098999999999999844e+01 7.400000000000000000e+01
2.098999999999999844e+01 7.500000000000000000e+01
2.098999999999999844e+01 7.600000000000000000e+01
2.098999999999999844e+01 7.700000000000000000e+01
2.100000000000000000e+01 7.701000000000000512e+01
2.200000000000000000e+01 7.701000000000000512e+01
2.300000000000000000e+01 7.701000000000000512e+01
2.398999999999999844e+01 7.800000000000000000e+01
2.400000000000000000e+01 7.801000000000000512e+01
2.498999999999999844e+01 7.900000000000000000e+01
2.500000000000000000e+01 7.901000000000000512e+01
2.600000000000000000e+01 7.901000000000000512e+01
2.700000000000000000e+01 7.901000000000000512e+01
2.798999999999999844e+01 8.000000000000000000e+01
2.800000000000000000e+01 8.001000000000000512e+01
2.801000000000000156e+01 8.000000000000000000e+01
2.900000000000000000e+01 7.901000000000000512e+01
2.901000000000000156e+01 7.900000000000000000e+01
3.000000000000000000e+01 7.801000000000000512e+01
3.100000000000000000e+01 7.801000000000000512e+01
3.200000000000000000e+01 7.801000000000000512e+01
3.300000000000000000e+01 7.801000000000000512e+01
3.399000000000000199e+01 7.900000000000000000e+01
3.400000000000000000e+01 7.901000000000000512e+01
3.500000000000000000e+01 7.901000000000000512e+01
3.600000000000000000e+01 7.901000000000000512e+01
3.700000000000000000e+01 7.901000000000000512e+01
3.800000000000000000e+01 7.901000000000000512e+01
3.900000000000000000e+01 7.901000000000000512e+01
4.000000000000000000e+01 7.901000000000000512e+01
4.100000000000000000e+01 7.901000000000000512e+01
4.200000000000000000e+01 7.901000000000000512e+01
4.300000000000000000e+01 7.901000000000000512e+01
4.400000000000000000e+01 7.901000000000000512e+01
4.500000000000000000e+01 7.901000000000000512e+01
4.600000000000000000e+01 7.901000000000000512e+01
4.600999999999999801e+01 7.900000000000000000e+01
4.700000000000000000e+01 7.801000000000000512e+01
4.800000000000000000e+01 7.801000000000000512e+01
4.800999999999999801e+01 7.800000000000000000e+01
4.900000000000000000e+01 7.701000000000000512e+01
4.900999999999999801e+01 7.700000000000000000e+01
5.000000000000000000e+01 7.601000000000000512e+01
5.000999999999999801e+01 7.600000000000000000e+01
5.100000000000000000e+01 7.501000000000000512e+01
5.200000000000000000e+01 7.501000000000000512e+01
5.300000000000000000e+01 7.501000000000000512e+01
5.300999999999999801e+01 7.500000000000000000e+01
5.400000000000000000e+01 7.401000000000000512e+01
5.400999999999999801e+01 7.400000000000000000e+01
5.400999999999999801e+01 7.300000000000000000e+01
5.400999999999999801e+01 7.200000000000000000e+01
5.400999999999999801e+01 7.100000000000000000e+01
5.500000000000000000e+01 7.001000000000000512e+01
5.500999999999999801e+01 7.000000000000000000e+01
